path,file_id,sequence_id,participant_id,phrase
landmarks/101.parquet,101,10320,2,predetermined
landmarks/101.parquet,101,10321,2,reintroduce
landmarks/101.parquet,101,10322,2,semiconductor
landmarks/101.parquet,101,10323,2,stripey
landmarks/101.parquet,101,10324,2,subsume
landmarks/101.parquet,101,10325,2,superdiverse
landmarks/101.parquet,101,10326,2,telepathic
landmarks/101.parquet,101,10327,2,transcontinental
landmarks/101.parquet,101,10328,2,unsure
landmarks/101.parquet,101,10329,2,underspecify
landmarks/101.parquet,101,10330,2,uptown
landmarks/101.parquet,101,10331,2,able
landmarks/101.parquet,101,10332,2,additive
landmarks/101.parquet,101,10333,2,breach
landmarks/101.parquet,101,10334,2,brown
landmarks/101.parquet,101,10335,2,caution
landmarks/101.parquet,101,10336,2,contrition
landmarks/101.parquet,101,10337,2,culmination
landmarks/101.parquet,101,10338,2,decal
landmarks/101.parquet,101,10339,2,delightful
landmarks/101.parquet,101,10340,2,evenhandedness
landmarks/101.parquet,101,10341,2,falsifying
landmarks/101.parquet,101,10342,2,ferment
landmarks/101.parquet,101,10343,2,fewer
landmarks/101.parquet,101,10344,2,final
landmarks/101.parquet,101,10345,2,fishes
landmarks/101.parquet,101,10346,2,freedom
landmarks/101.parquet,101,10347,2,frequency
landmarks/101.parquet,101,10348,2,friendless
landmarks/101.parquet,101,10349,2,fusion
landmarks/101.parquet,101,10350,2,generate
landmarks/101.parquet,101,10351,2,gritty
landmarks/101.parquet,101,10352,2,ground
landmarks/101.parquet,101,10353,2,happily
landmarks/101.parquet,101,10354,2,hungriest
landmarks/101.parquet,101,10355,2,hour
landmarks/101.parquet,101,10356,2,iterative
landmarks/101.parquet,101,10357,2,lox
landmarks/101.parquet,101,10358,2,mummy
landmarks/101.parquet,101,10359,2,manure
landmarks/101.parquet,101,10360,2,nighty
landmarks/101.parquet,101,10361,2,odorous
landmarks/101.parquet,101,10362,2,phantom
landmarks/101.parquet,101,10363,2,quantity
landmarks/101.parquet,101,10364,2,radial
landmarks/101.parquet,101,10365,2,sample
landmarks/101.parquet,101,10366,2,slowly
landmarks/101.parquet,101,10367,2,spouting
landmarks/101.parquet,101,10368,2,shock
landmarks/101.parquet,101,10369,2,spurious
landmarks/101.parquet,101,10370,2,suffixes
landmarks/101.parquet,101,10371,2,terrific
landmarks/101.parquet,101,10372,2,truth
landmarks/101.parquet,101,10373,2,warm
landmarks/101.parquet,101,10374,2,zoned
landmarks/101.parquet,101,10375,2,bahhari
landmarks/101.parquet,101,10376,2,burridge
landmarks/101.parquet,101,10377,2,chan
landmarks/101.parquet,101,10378,2,garcia
landmarks/101.parquet,101,10379,2,khoa
landmarks/101.parquet,101,10380,2,nguyen
landmarks/101.parquet,101,10381,2,mark
landmarks/101.parquet,101,10382,2,romanowski
landmarks/101.parquet,101,10383,2,willoughby
landmarks/101.parquet,101,10384,2,beijing
landmarks/101.parquet,101,10385,2,bunnerong
landmarks/101.parquet,101,10386,2,cabramatta
landmarks/101.parquet,101,10387,2,egypt
landmarks/101.parquet,101,10388,2,ezra
landmarks/101.parquet,101,10389,2,iroquois
landmarks/101.parquet,101,10390,2,jakarta
landmarks/101.parquet,101,10391,2,hamburg
landmarks/101.parquet,101,10392,2,nunawading
landmarks/101.parquet,101,10393,2,somalia
landmarks/101.parquet,101,10394,2,tokyo
landmarks/101.parquet,101,10395,2,yarra
landmarks/101.parquet,101,10396,2,wurundjeri
landmarks/101.parquet,101,10401,2,abcdefghijklmnopqrstuvwxyz
landmarks/101.parquet,101,10404,2,antecedent
landmarks/101.parquet,101,10405,2,antifascist
landmarks/101.parquet,101,10406,2,cooperate
landmarks/101.parquet,101,10407,2,describe
landmarks/101.parquet,101,10408,2,disdain
landmarks/101.parquet,101,10409,2,embolden
landmarks/101.parquet,101,10410,2,entrap
landmarks/101.parquet,101,10411,2,extraverted
landmarks/101.parquet,101,10412,2,foreground
landmarks/101.parquet,101,10413,2,implicit
landmarks/101.parquet,101,10414,2,indecent
landmarks/101.parquet,101,10415,2,interlude
landmarks/101.parquet,101,10416,2,irrational
landmarks/101.parquet,101,10417,2,misnomer
landmarks/101.parquet,101,10418,2,nonevent
landmarks/101.parquet,101,10419,2,overeager
landmarks/101.parquet,101,10420,2,predetermined
landmarks/101.parquet,101,10421,2,reintroduce
landmarks/101.parquet,101,10422,2,semiconductor
landmarks/101.parquet,101,10423,2,stripey
landmarks/101.parquet,101,10424,2,subsume
landmarks/101.parquet,101,10425,2,superdiverse
landmarks/101.parquet,101,10426,2,telepathic
landmarks/101.parquet,101,10427,2,transcontinental
landmarks/101.parquet,101,10428,2,unsure
landmarks/101.parquet,101,10429,2,underspecify
landmarks/101.parquet,101,10430,2,uptown
landmarks/101.parquet,101,10431,2,able
landmarks/101.parquet,101,10432,2,additive
landmarks/101.parquet,101,10433,2,breach
landmarks/101.parquet,101,10434,2,brown
landmarks/101.parquet,101,10435,2,caution
landmarks/101.parquet,101,10436,2,contrition
landmarks/101.parquet,101,10437,2,culmination
landmarks/101.parquet,101,10438,2,decal
landmarks/101.parquet,101,10439,2,delightful
landmarks/101.parquet,101,10440,2,evenhandedness
landmarks/101.parquet,101,10441,2,falsifying
landmarks/101.parquet,101,10442,2,ferment
landmarks/101.parquet,101,10443,2,fewer
landmarks/101.parquet,101,10444,2,final
landmarks/101.parquet,101,10445,2,fishes
landmarks/101.parquet,101,10446,2,freedom
landmarks/101.parquet,101,10447,2,frequency
landmarks/101.parquet,101,10448,2,friendless
landmarks/101.parquet,101,10449,2,fusion
landmarks/101.parquet,101,10450,2,generate
landmarks/101.parquet,101,10451,2,gritty
landmarks/101.parquet,101,10452,2,ground
landmarks/101.parquet,101,10453,2,happily
landmarks/101.parquet,101,10454,2,hungriest
landmarks/101.parquet,101,10455,2,hour
landmarks/101.parquet,101,10456,2,iterative
landmarks/101.parquet,101,10457,2,lox
landmarks/101.parquet,101,10458,2,mummy
landmarks/101.parquet,101,10459,2,manure
landmarks/101.parquet,101,10460,2,nighty
landmarks/101.parquet,101,10461,2,odorous
landmarks/101.parquet,101,10462,2,phantom
landmarks/101.parquet,101,10463,2,quantity
landmarks/101.parquet,101,10464,2,radial
landmarks/101.parquet,101,10465,2,sample
landmarks/101.parquet,101,10466,2,slowly
landmarks/101.parquet,101,10467,2,spouting
landmarks/101.parquet,101,10468,2,shock
landmarks/101.parquet,101,10469,2,spurious
landmarks/101.parquet,101,10470,2,suffixes
landmarks/101.parquet,101,10471,2,terrific
landmarks/101.parquet,101,10472,2,truth
landmarks/101.parquet,101,10473,2,warm
landmarks/101.parquet,101,10474,2,zoned
landmarks/101.parquet,101,10475,2,bahhari
landmarks/101.parquet,101,10476,2,burridge
landmarks/101.parquet,101,10477,2,chan
landmarks/101.parquet,101,10478,2,garcia
landmarks/101.parquet,101,10479,2,khoa
landmarks/101.parquet,101,10480,2,nguyen
landmarks/101.parquet,101,10481,2,mark
landmarks/101.parquet,101,10482,2,romanowski
landmarks/101.parquet,101,10483,2,willoughby
landmarks/101.parquet,101,10484,2,beijing
landmarks/101.parquet,101,10485,2,bunnerong
landmarks/101.parquet,101,10486,2,cabramatta
landmarks/101.parquet,101,10487,2,egypt
landmarks/101.parquet,101,10488,2,ezra
landmarks/101.parquet,101,10489,2,iroquois
landmarks/101.parquet,101,10490,2,jakarta
landmarks/101.parquet,101,10491,2,hamburg
landmarks/101.parquet,101,10492,2,nunawading
landmarks/101.parquet,101,10493,2,somalia
landmarks/101.parquet,101,10494,2,tokyo
landmarks/101.parquet,101,10495,2,yarra
landmarks/101.parquet,101,10496,2,wurundjeri
landmarks/101.parquet,101,10501,2,abcdefghijklmnopqrstuvwxyz
landmarks/101.parquet,101,10504,2,antecedent
landmarks/101.parquet,101,10505,2,antifascist
landmarks/101.parquet,101,10506,2,cooperate
landmarks/101.parquet,101,10507,2,describe
landmarks/101.parquet,101,10508,2,disdain
landmarks/101.parquet,101,10509,2,embolden
landmarks/101.parquet,101,10510,2,entrap
landmarks/101.parquet,101,10511,2,extraverted
landmarks/101.parquet,101,10512,2,foreground
landmarks/101.parquet,101,10513,2,implicit
landmarks/101.parquet,101,10514,2,indecent
landmarks/101.parquet,101,10515,2,interlude
landmarks/101.parquet,101,10516,2,irrational
landmarks/101.parquet,101,10517,2,misnomer
landmarks/101.parquet,101,10518,2,nonevent
landmarks/101.parquet,101,10519,2,overeager
landmarks/101.parquet,101,10520,2,predetermined
landmarks/101.parquet,101,10521,2,reintroduce
landmarks/101.parquet,101,10522,2,semiconductor
landmarks/101.parquet,101,10523,2,stripey
landmarks/101.parquet,101,10524,2,subsume
landmarks/101.parquet,101,10525,2,superdiverse
landmarks/101.parquet,101,10526,2,telepathic
landmarks/101.parquet,101,10527,2,transcontinental
landmarks/101.parquet,101,10528,2,unsure
landmarks/101.parquet,101,10529,2,underspecify
landmarks/101.parquet,101,10530,2,uptown
landmarks/101.parquet,101,10531,2,able
landmarks/101.parquet,101,10532,2,additive
landmarks/101.parquet,101,10533,2,breach
landmarks/101.parquet,101,10534,2,brown
landmarks/101.parquet,101,10535,2,caution
landmarks/101.parquet,101,10536,2,contrition
landmarks/101.parquet,101,10537,2,culmination
landmarks/101.parquet,101,10538,2,decal
landmarks/101.parquet,101,10539,2,delightful
landmarks/101.parquet,101,10540,2,evenhandedness
landmarks/101.parquet,101,10541,2,falsifying
landmarks/101.parquet,101,10542,2,ferment
landmarks/101.parquet,101,10543,2,fewer
landmarks/101.parquet,101,10544,2,final
landmarks/101.parquet,101,10545,2,fishes
landmarks/101.parquet,101,10546,2,freedom
landmarks/101.parquet,101,10547,2,frequency
landmarks/101.parquet,101,10548,2,friendless
landmarks/101.parquet,101,10549,2,fusion
landmarks/101.parquet,101,10550,2,generate
landmarks/101.parquet,101,10551,2,gritty
landmarks/101.parquet,101,10552,2,ground
landmarks/101.parquet,101,10553,2,happily
landmarks/101.parquet,101,10554,2,hungriest
landmarks/101.parquet,101,10555,2,hour
landmarks/101.parquet,101,10556,2,iterative
landmarks/101.parquet,101,10557,2,lox
landmarks/101.parquet,101,10558,2,mummy
landmarks/101.parquet,101,10559,2,manure
landmarks/101.parquet,101,10560,2,nighty
landmarks/101.parquet,101,10561,2,odorous
landmarks/101.parquet,101,10562,2,phantom
landmarks/101.parquet,101,10563,2,quantity
landmarks/101.parquet,101,10564,2,radial
landmarks/101.parquet,101,10565,2,sample
landmarks/101.parquet,101,10566,2,slowly
landmarks/101.parquet,101,10567,2,spouting
landmarks/101.parquet,101,10568,2,shock
landmarks/101.parquet,101,10569,2,spurious
landmarks/101.parquet,101,10570,2,suffixes
landmarks/101.parquet,101,10571,2,terrific
landmarks/101.parquet,101,10572,2,truth
landmarks/101.parquet,101,10573,2,warm
landmarks/101.parquet,101,10574,2,zoned
landmarks/101.parquet,101,10575,2,bahhari
landmarks/101.parquet,101,10576,2,burridge
landmarks/101.parquet,101,10577,2,chan
landmarks/101.parquet,101,10578,2,garcia
landmarks/101.parquet,101,10579,2,khoa
landmarks/101.parquet,101,10580,2,nguyen
landmarks/101.parquet,101,10581,2,mark
landmarks/101.parquet,101,10582,2,romanowski
landmarks/101.parquet,101,10583,2,willoughby
landmarks/101.parquet,101,10584,2,beijing
landmarks/101.parquet,101,10585,2,bunnerong
landmarks/101.parquet,101,10586,2,cabramatta
landmarks/101.parquet,101,10587,2,egypt
landmarks/101.parquet,101,10588,2,ezra
landmarks/101.parquet,101,10589,2,iroquois
landmarks/101.parquet,101,10590,2,jakarta
landmarks/101.parquet,101,10591,2,hamburg
landmarks/101.parquet,101,10592,2,nunawading
landmarks/101.parquet,101,10593,2,somalia
landmarks/101.parquet,101,10594,2,tokyo
landmarks/101.parquet,101,10595,2,yarra
landmarks/101.parquet,101,10596,2,wurundjeri
landmarks/101.parquet,101,10601,3,abcdefghijklmnopqrstuvwxyz
landmarks/101.parquet,101,10604,3,antecedent
landmarks/101.parquet,101,10605,3,antifascist
landmarks/101.parquet,101,10606,3,cooperate
landmarks/101.parquet,101,10607,3,describe
landmarks/101.parquet,101,10608,3,disdain
landmarks/101.parquet,101,10609,3,embolden
landmarks/101.parquet,101,10610,3,entrap
landmarks/101.parquet,101,10611,3,extraverted
landmarks/101.parquet,101,10612,3,foreground
landmarks/101.parquet,101,10613,3,implicit
landmarks/101.parquet,101,10614,3,indecent
landmarks/101.parquet,101,10615,3,interlude
landmarks/101.parquet,101,10616,3,irrational
landmarks/101.parquet,101,10617,3,misnomer
landmarks/101.parquet,101,10618,3,nonevent
landmarks/101.parquet,101,10619,3,overeager
landmarks/101.parquet,101,10620,3,predetermined
landmarks/101.parquet,101,10621,3,reintroduce
landmarks/101.parquet,101,10622,3,semiconductor
landmarks/101.parquet,101,10623,3,stripey
landmarks/101.parquet,101,10624,3,subsume
landmarks/101.parquet,101,10625,3,superdiverse
landmarks/101.parquet,101,10626,3,telepathic
landmarks/101.parquet,101,10627,3,transcontinental
landmarks/101.parquet,101,10628,3,unsure
landmarks/101.parquet,101,10629,3,underspecify
landmarks/101.parquet,101,10630,3,uptown
landmarks/101.parquet,101,10631,3,able
landmarks/101.parquet,101,10632,3,additive
landmarks/101.parquet,101,10633,3,breach
landmarks/101.parquet,101,10634,3,brown
landmarks/101.parquet,101,10635,3,caution
landmarks/101.parquet,101,10636,3,contrition
landmarks/101.parquet,101,10637,3,culmination
landmarks/101.parquet,101,10638,3,decal
landmarks/101.parquet,101,10639,3,delightful
landmarks/101.parquet,101,10640,3,evenhandedness
landmarks/101.parquet,101,10641,3,falsifying
landmarks/101.parquet,101,10642,3,ferment
landmarks/101.parquet,101,10643,3,fewer
landmarks/101.parquet,101,10644,3,final
landmarks/101.parquet,101,10645,3,fishes
landmarks/101.parquet,101,10646,3,freedom
landmarks/101.parquet,101,10647,3,frequency
landmarks/101.parquet,101,10648,3,friendless
landmarks/101.parquet,101,10649,3,fusion
landmarks/101.parquet,101,10650,3,generate
landmarks/101.parquet,101,10651,3,gritty
landmarks/101.parquet,101,10652,3,ground
landmarks/101.parquet,101,10653,3,happily
landmarks/101.parquet,101,10654,3,hungriest
landmarks/101.parquet,101,10655,3,hour
landmarks/101.parquet,101,10656,3,iterative
landmarks/101.parquet,101,10657,3,lox
landmarks/101.parquet,101,10658,3,mummy
landmarks/101.parquet,101,10659,3,manure
landmarks/101.parquet,101,10660,3,nighty
landmarks/101.parquet,101,10661,3,odorous
landmarks/101.parquet,101,10662,3,phantom
landmarks/101.parquet,101,10663,3,quantity
landmarks/101.parquet,101,10664,3,radial
landmarks/101.parquet,101,10665,3,sample
landmarks/101.parquet,101,10666,3,slowly
landmarks/101.parquet,101,10667,3,spouting
landmarks/101.parquet,101,10668,3,shock
landmarks/101.parquet,101,10669,3,spurious
landmarks/101.parquet,101,10670,3,suffixes
landmarks/101.parquet,101,10671,3,terrific
landmarks/101.parquet,101,10672,3,truth
landmarks/101.parquet,101,10673,3,warm
landmarks/101.parquet,101,10674,3,zoned
landmarks/101.parquet,101,10675,3,bahhari
landmarks/101.parquet,101,10676,3,burridge
landmarks/101.parquet,101,10677,3,chan
landmarks/101.parquet,101,10678,3,garcia
landmarks/101.parquet,101,10679,3,khoa
landmarks/101.parquet,101,10680,3,nguyen
landmarks/101.parquet,101,10681,3,mark
landmarks/101.parquet,101,10682,3,romanowski
landmarks/101.parquet,101,10683,3,willoughby
landmarks/101.parquet,101,10684,3,beijing
landmarks/101.parquet,101,10685,3,bunnerong
landmarks/101.parquet,101,10686,3,cabramatta
landmarks/101.parquet,101,10687,3,egypt
landmarks/101.parquet,101,10688,3,ezra
landmarks/101.parquet,101,10689,3,iroquois
landmarks/101.parquet,101,10690,3,jakarta
landmarks/101.parquet,101,10691,3,hamburg
landmarks/101.parquet,101,10692,3,nunawading
landmarks/101.parquet,101,10693,3,somalia
landmarks/101.parquet,101,10694,3,tokyo
landmarks/101.parquet,101,10695,3,yarra
landmarks/101.parquet,101,10696,3,wurundjeri
landmarks/101.parquet,101,10701,3,abcdefghijklmnopqrstuvwxyz
landmarks/101.parquet,101,10704,3,antecedent
landmarks/101.parquet,101,10705,3,antifascist
landmarks/101.parquet,101,10706,3,cooperate
landmarks/101.parquet,101,10707,3,describe
landmarks/101.parquet,101,10708,3,disdain
landmarks/101.parquet,101,10709,3,embolden
landmarks/101.parquet,101,10710,3,entrap
landmarks/101.parquet,101,10711,3,extraverted
landmarks/101.parquet,101,10712,3,foreground
landmarks/101.parquet,101,10713,3,implicit
landmarks/101.parquet,101,10714,3,indecent
landmarks/101.parquet,101,10715,3,interlude
landmarks/101.parquet,101,10716,3,irrational
landmarks/101.parquet,101,10717,3,misnomer
landmarks/101.parquet,101,10718,3,nonevent
landmarks/101.parquet,101,10719,3,overeager
landmarks/101.parquet,101,10720,3,predetermined
landmarks/101.parquet,101,10721,3,reintroduce
landmarks/101.parquet,101,10722,3,semiconductor
landmarks/101.parquet,101,10723,3,stripey
landmarks/101.parquet,101,10724,3,subsume
landmarks/101.parquet,101,10725,3,superdiverse
landmarks/101.parquet,101,10726,3,telepathic
landmarks/101.parquet,101,10727,3,transcontinental
landmarks/101.parquet,101,10728,3,unsure
landmarks/101.parquet,101,10729,3,underspecify
landmarks/101.parquet,101,10730,3,uptown
landmarks/101.parquet,101,10731,3,able
landmarks/101.parquet,101,10732,3,additive
landmarks/101.parquet,101,10733,3,breach
landmarks/101.parquet,101,10734,3,brown
landmarks/101.parquet,101,10735,3,caution
landmarks/101.parquet,101,10736,3,contrition
landmarks/101.parquet,101,10737,3,culmination
landmarks/101.parquet,101,10738,3,decal
landmarks/101.parquet,101,10739,3,delightful
landmarks/101.parquet,101,10740,3,evenhandedness
landmarks/101.parquet,101,10741,3,falsifying
landmarks/101.parquet,101,10742,3,ferment
landmarks/101.parquet,101,10743,3,fewer
landmarks/101.parquet,101,10744,3,final
landmarks/101.parquet,101,10745,3,fishes
landmarks/101.parquet,101,10746,3,freedom
landmarks/101.parquet,101,10747,3,frequency
landmarks/101.parquet,101,10748,3,friendless
landmarks/101.parquet,101,10749,3,fusion
landmarks/101.parquet,101,10750,3,generate
landmarks/101.parquet,101,10751,3,gritty
landmarks/101.parquet,101,10752,3,ground
landmarks/101.parquet,101,10753,3,happily
landmarks/101.parquet,101,10754,3,hungriest
landmarks/101.parquet,101,10755,3,hour
landmarks/101.parquet,101,10756,3,iterative
landmarks/101.parquet,101,10757,3,lox
landmarks/101.parquet,101,10758,3,mummy
landmarks/101.parquet,101,10759,3,manure
landmarks/101.parquet,101,10760,3,nighty
landmarks/101.parquet,101,10761,3,odorous
landmarks/101.parquet,101,10762,3,phantom
landmarks/101.parquet,101,10763,3,quantity
landmarks/101.parquet,101,10764,3,radial
landmarks/101.parquet,101,10765,3,sample
